,discordid,minecraftid,client,age,version
650,BOTISTAN#5817,BOTISTAN,Computer ( Java Edition ),15.0,Cracked
651,MrUnknown#1327,MrUnknown4101,Computer ( Java Edition ),15.0,Cracked
652,@YAZ BEAST GAMING#7015,Itz_yaz,Computer ( Java Edition ),15.0,Cracked
653,saksham Gupta#1009,SG181229,Mobile ( bedrock version ),17.0,Cracked
654,AyushM#8165,Ayush_M,Computer ( Java Edition ),15.0,Paid Version
655,Fusion001#2458,fusion_dabyt,Computer ( Java Edition ),13.0,Cracked
656,saksham Gupta#1009,SG181229,Mobile ( bedrock version ),17.0,Cracked
657,𝐔ŁT𝐑Λ丶Phənømənøn#3709,PhenomenonYT,Computer ( Java Edition ),17.0,Cracked
658,saksham Gupta#1009,SG181229,Mobile ( bedrock version ),17.0,Cracked
659,XTeNder Op #4770,Xtendernoob4065,Mobile ( bedrock version ),19.0,Cracked
660,Saksham Gupta#1009,SG181229,Mobile ( bedrock version ),17.0,Cracked
661,@SCR1BBLE#4190,SCR1BBLE,Computer ( Java Edition ),19.0,Cracked
662,SAKSHAM Gupta#1009,SG181229,Mobile ( bedrock version ),17.0,Cracked
663,MysticBlazeˢᵗᵃᶠᶠ#6266,Mystic_Blaxe,Computer ( Java Edition ),16.0,Paid Version
664,@hoticecream#3680,PreFire1,Computer ( Java Edition ),18.0,Paid Version
665,@LEGITAV#8170,LEGIT AV,Computer ( Java Edition ),17.0,Cracked
666,Rishabh#6043,MaiGamertohnahi,Computer ( Java Edition ),16.0,Cracked
667,Soham#2150,soham,Computer ( Java Edition ),16.0,Cracked
668,@Uday#9856,CreativeUday,Mobile ( bedrock version ),15.0,Cracked
669,#6454,Ak,Computer ( Java Edition ),18.0,Cracked
670,#6454,Ak,Computer ( Java Edition ),18.0,Cracked
671,Shourya#4080,shouryax,Computer ( Java Edition ),14.0,Cracked
672,ßß>MINATI,PlumFlower28875,Mobile ( bedrock version ),22.0,Cracked
673,@🎃SAKSHAM🎃#2105,SakshamOP1681,Mobile ( bedrock version ),16.0,Paid Version
674,@Grozaboy7566#5207,Adityavir,Computer ( Java Edition ),43.0,Cracked
675,Aryanindian#3831,AryanIndhere,Computer ( Java Edition ),16.0,Cracked
676,Daksh#7019,dak123455,Computer ( Java Edition ),17.0,Cracked
677,@BHANU PRATAP#0220,Op bhanu77,Mobile ( bedrock version ),23.0,Cracked
678,Farox#7914,MFA050,Computer ( Java Edition ),18.0,Cracked
679,Aasaksham#9983,MysteryTech1,Computer ( Java Edition ),15.0,Cracked
680,Kanha #0674,OwnKanha 1234,Mobile ( bedrock version ),16.0,Cracked
681,Daksh#7019,dak123455,Mobile ( bedrock version ),17.0,Paid Version
682,Princex#6350,ZGOD98,Computer ( Java Edition ),18.0,Cracked
683,@Pranshu#9468,PranshuJaiman,Computer ( Java Edition ),17.0,Cracked
684,@Novo x gaming#8007,DisloyalBrick86,Mobile ( bedrock version ),17.0,Cracked
685,@tanveer #3103,Tanveer26,Computer ( Java Edition ),15.0,Cracked
686,AnubhavRaiGaming#5430,Errixx_Gaming,Computer ( Java Edition ),16.0,Paid Version
687,ZiogicPlayz#3882,ZiogicPlayz,Computer ( Java Edition ),16.0,Cracked
688,⌁X多lowɢคmin𝖌⌁#8479,Xblowgaming9,Computer ( Java Edition ),15.0,Cracked
689,@DoMess#3902,nishant1820,Computer ( Java Edition ),23.0,Cracked
690,Niraj#8542,Niraj83,Computer ( Java Edition ),18.0,Cracked
691,Blue Phoenix#8798,BluePhoenix20,Computer ( Java Edition ),22.0,Paid Version
692,@MITGamerYT#0858,MITGamer30,Computer ( Java Edition ),16.0,Cracked
693,Sathwick#0816,Sathwick,Computer ( Java Edition ),17.0,Cracked
694,!Shiven Sarbhoy #9650,ShivenIsPro,Computer ( Java Edition ),22.0,Paid Version
695,ashishOP#8661,AshishOP,Computer ( Java Edition ),24.0,Cracked
696,Prasannarssg #4938,Prasannarssg ,Computer ( Java Edition ),25.0,Cracked
697,@KCOBRA543#8587,Chetanya3741,Computer ( Java Edition ),18.0,Cracked
698,VADEROP#8082,VADER_OP,Computer ( Java Edition ),22.0,Cracked
699,M.FarrukhT#0852,FarrukhT,Computer ( Java Edition ),21.0,Cracked
700,Dru#8471,ALSYAADMI,Computer ( Java Edition ),16.0,Paid Version
701,LazyBum#3090,memeboi690420,Computer ( Java Edition ),18.0,Paid Version
702,@AnimistYT#3875,AnimistYT,Computer ( Java Edition ),23.0,Cracked
703,Parth Sangamnere # 1657,PARTHSANGAMNERE,Mobile ( bedrock version ),17.0,Cracked
704,@BeastPat#1792,beastpat,Computer ( Java Edition ),18.0,Cracked
705,hardildesaihere#1322,BroisHaloNap,Computer ( Java Edition ),17.0,Cracked
706,callofanimation#7187,Chakshu88,Computer ( Java Edition ),14.0,Cracked
707,@Maggi Sharma#5726,Maggisharma,Computer ( Java Edition ),15.0,Cracked
708,Rishon¹#0001 ,Rishon¹,Mobile ( bedrock version ),15.0,Cracked
709,HeavyDriver#6367,RejectedCorgi68,Computer ( Java Edition ),17.0,Cracked
710,@BeastPat#1792,beastpat,Computer ( Java Edition ),18.0,Cracked
711,Aayush gaming,aayush8847,Mobile ( bedrock version ),16.0,Paid Version
712,Krazy Worm#6781,Krazy_Worm,Computer ( Java Edition ),15.0,Paid Version
713,Tabaahi Gamer,tabaahi_gamer,Computer ( Java Edition ),15.0,Cracked
714,Arcknet130#5705,Archit130,Computer ( Java Edition ),24.0,Cracked
715,AyaanShaikh#6824,Sergio_RS,Computer ( Java Edition ),11.0,Cracked
716,maxwell08642#1422,Maxwell08642 ,Mobile ( bedrock version ),15.0,Paid Version
717,Cleon Gaming#3879,Cleon_Gaming,Computer ( Java Edition ),15.0,Cracked
718,aryan#5486,ARYANJ14,Computer ( Java Edition ),22.0,Cracked
719,@addicted_gamers1#2767,FeebleRanger100,Mobile ( bedrock version ),16.0,Paid Version
720,@kmittal112#8935,kmittal112,Computer ( Java Edition ),22.0,Cracked
721,@WEIRDxGEIMEO_WORLD#3758,_GEIMEO_WORLD_ ,Computer ( Java Edition ),16.0,Cracked
722,KRISH8889#2604,KRISH8889,Computer ( Java Edition ),16.0,Cracked
723,Vanshshshshsh#5915,ACTION_KAMEN,Computer ( Java Edition ),2.0,Cracked
724,Victryk#7922,Victryk_Gamer,Computer ( Java Edition ),16.0,Cracked
725,@addicted_gamers1#2767,FeebleRanger100,Mobile ( bedrock version ),15.0,Paid Version
726,Komozoyo#4708,Komozoyo,Computer ( Java Edition ),14.0,Cracked
727,@mahit mehta#7374,mahit,Computer ( Java Edition ),15.0,Cracked
728,Thrilled Samurai#1798,ThrilledSam,Computer ( Java Edition ),23.0,Cracked
729,@addicted_gamers1#2767,FeebleRanger100,Mobile ( bedrock version ),15.0,Paid Version
730,@akshay#6454,Ak,Computer ( Java Edition ),18.0,Cracked
731,Suryansh#0002,suryanshg,Computer ( Java Edition ),18.0,Cracked
732,YawnDoo#4576,yawndooyt,Computer ( Java Edition ),18.0,Cracked
733,@SHOBHIT#6527,shobhityo,Computer ( Java Edition ),18.0,Cracked
734,RICHGAMERZ#0508,DEVILGAMER5187,Mobile ( bedrock version ),21.0,Paid Version
735,Yash Dhuri#3435,puckstop101,Computer ( Java Edition ),18.0,Cracked
736,@! ♛Skull々XMEN♛#0358 ,! ♛Skull々XMEN♛#0358 ,Computer ( Java Edition ),1.0,Cracked
737,@shubhambaidya#3263,shubhbaidya,Mobile ( bedrock version ),17.0,Paid Version
738,panetGAMER#2827,panetGAMER,Computer ( Java Edition ),16.0,Paid Version
739,@Light Poem#5523,Light Poem,Computer ( Java Edition ),20.0,Cracked
740,Aarin#5487,Aarin,Computer ( Java Edition ),19.0,Cracked
741,@EletriX286,EletriX286286,Computer ( Java Edition ),17.0,Cracked
742,NEVIl#2270,nevil2305,Computer ( Java Edition ),18.0,Cracked
743,GenericMan#8716,NovaGeneric,Computer ( Java Edition ),18.0,Cracked
744,ROHIT TANGIRALA#2153,ROHIT9,Computer ( Java Edition ),16.0,Cracked
745,Û€HÏHA ADÌT¥A #3458,aditya200605,Computer ( Java Edition ),16.0,Cracked
746,【RG 】•ᎯᏦ ᎶᎯᎷᎨᏁᎶᴳᶠˣ#1651,DZGHOSTAK,Computer ( Java Edition ),18.0,Cracked
747,Yug62 #5490,YUG62,Computer ( Java Edition ),21.0,Cracked
748,nishchal#8607,whoisnishchal,Computer ( Java Edition ),15.0,Cracked
749,MR.ANIME noob#6507,MISTERKIDSTER,Computer ( Java Edition ),15.0,Cracked
750,Kane MG#9238,MGKane,Mobile ( bedrock version ),21.0,Cracked
751,DatWave#3387,_DatWave_,Computer ( Java Edition ),16.0,Paid Version
752,@Aloke Kumar sah#3958 ,imAloke,Computer ( Java Edition ),17.0,Cracked
753,vi1290isback#5153,vi1290isback,Computer ( Java Edition ),14.0,Paid Version
754,SHIVAM#6231,shivam101,Computer ( Java Edition ),16.0,Cracked
755,GAMER XD 2.0#8963,GamerxDYT07,Computer ( Java Edition ),17.0,Paid Version
756,@Sameer#1463,Sameer_2,Computer ( Java Edition ),16.0,Cracked
757,@kilobyte#2617,NomenBeast ,Computer ( Java Edition ),17.0,Paid Version
758,@Aayush OP#4406,Aayushflash,Computer ( Java Edition ),20.0,Paid Version
759,Rohit_Bombatkar#6405,Rohit2004531,Mobile ( bedrock version ),18.0,Cracked
760,@Aarav#6225,Aarav_12,Computer ( Java Edition ),16.0,Cracked
761,Caletoon#6554,CaletooN,Computer ( Java Edition ),27.0,Paid Version
762,@BHAVIT JAIN#8872,jainbhavit2018,Computer ( Java Edition ),17.0,Cracked
763,Rugved#2904,Gamertag39512,Mobile ( bedrock version ),29.0,Cracked
764,Jethalal#4469,AashuOP,Computer ( Java Edition ),16.0,Cracked
765,- ' talukdar#1195,NIL_TALUKDAR,Computer ( Java Edition ),13.0,Cracked
766,FryPan1999#3928,PinBoi,Computer ( Java Edition ),16.0,Cracked
767,LuxuriousRivalry#3271,LuxuriousRivalry,Computer ( Java Edition ),17.0,Cracked
768,(@MN YT#8184),MN_YouTube,Computer ( Java Edition ),16.0,Cracked
769,M0hAmMeD#7068,TwaddaPiyon,Computer ( Java Edition ),17.0,Cracked
770,Tabaahi Gamer,tabaahi_gamer,Computer ( Java Edition ),15.0,Cracked
771,DITA Playz#3181,DITAPlayz,Computer ( Java Edition ),16.0,Cracked
772,Nitesh,Minimumheart812,Mobile ( bedrock version ),16.0,Cracked
773,mr.harshit#1160,good2255,Computer ( Java Edition ),23.0,Cracked
774,Jaggy420 (SMP Owner)#6848,Jaggy420,Computer ( Java Edition ),13.0,Cracked
775,GRIM#0479,ItzAnsh,Computer ( Java Edition ),19.0,Paid Version
776,master op,PRO XYZ7246,Mobile ( bedrock version ),22.0,Cracked
777,Srijit#7632,srijitdon,Computer ( Java Edition ),18.0,Cracked
778,-Vella 〢Shivam#2740 ,Shivam9864,Computer ( Java Edition ),17.0,Cracked
779,!yogen dand#1374,yogendand49,Computer ( Java Edition ),16.0,Cracked
780,Jay Singhal,Jay0420,Computer ( Java Edition ),15.0,Cracked
781,Arunav#1979,ITZarunav,Computer ( Java Edition ),20.0,Paid Version
782,@EpicooBoii#1018,Bumbo_Baggins,Computer ( Java Edition ),2.0,Cracked
783,INFINITE#4060,_infinite_gamer_,Computer ( Java Edition ),15.0,Cracked
784,@aldehyde#7949,akshaymantri2222,Computer ( Java Edition ),18.0,Cracked
785,MrHUSTLEGAMER#1442,MrHUSTLEGAMER,Computer ( Java Edition ),16.0,Cracked
786,@Legend69#7905,ToneyThread7769,Mobile ( bedrock version ),17.0,Paid Version
787,@dmj#9264,fedis4473,Mobile ( bedrock version ),15.0,Cracked
788,Abhishek_OP#7066,Abhishek_OP,Computer ( Java Edition ),17.0,Cracked
789,Garry#3728,Garryknight,Computer ( Java Edition ),16.0,Paid Version
790,ba | SPARKYY#1721,sparkygh,Computer ( Java Edition ),16.0,Cracked
791,12_bamboo#7086,12_bamboo,Computer ( Java Edition ),15.0,Cracked
792,ULT Vedant #0812,ULTVedant ,Computer ( Java Edition ),17.0,Cracked
793,Ｉ𝐋乛Miscellaneous Acid#3118,AcidicDude,Computer ( Java Edition ),16.0,Paid Version
794,@Vinitrex#4112,Vinitrex,Computer ( Java Edition ),15.0,Cracked
795,||MrDeadShot||#6999,MrDeadSh0T,Computer ( Java Edition ),17.0,Cracked
796,Jay Singhal (#8676),Jay0420,Computer ( Java Edition ),16.0,Cracked
797,maniksingh_king#2208,Manikop,Computer ( Java Edition ),15.0,Cracked
798,@Timeblade#7901,TriggeredInsaan,Computer ( Java Edition ),14.0,Paid Version
799,pranjalsoni#9014,PrAnJaLsOnI,Computer ( Java Edition ),28.0,Cracked
800,Farhaan_576#6012,RebalX,Computer ( Java Edition ),17.0,Cracked
801,Pratu,Roasted Dusr,Computer ( Java Edition ),16.0,Cracked
802,XENON#8994,XENON,Computer ( Java Edition ),17.0,Cracked
803,@Hunain#1357,Syedhunain,Computer ( Java Edition ),16.0,Cracked
804,@Gagan Geeth#6559,gameonnyt,Computer ( Java Edition ),13.0,Cracked
805,@Thugly#0000,Steve,Mobile ( bedrock version ),15.0,Cracked
806,Vise killer gaming #6807,Vise_killer,Computer ( Java Edition ),15.0,Cracked
807,Manya#2758,Manya212,Computer ( Java Edition ),17.0,Cracked
808,CJ_GAMING#7516,Cptskullcrusher,Computer ( Java Edition ),17.0,Cracked
809,@Prabhdeep#8884,Prabhd33p,Computer ( Java Edition ),15.0,Cracked
810,Chaitanyamoi Chetia#4372,Leons1753,Computer ( Java Edition ),23.0,Paid Version
811,`𝘿𝙃メSharma Ji#5820,akshitsharmaji,Computer ( Java Edition ),22.0,Cracked
812,SPD GAMING#0900,Sidharthaupd,Computer ( Java Edition ),16.0,Cracked
813,Saitama#9754,tarangares,Computer ( Java Edition ),17.0,Cracked
814,Big Brain GYAN OP#7824,TTMMKKCC3,Computer ( Java Edition ),15.0,Cracked
815,ishumotu#3506,ITCGAMER,Computer ( Java Edition ),15.0,Paid Version
816,FourPunch || Aarush#5695,NotAarush,Computer ( Java Edition ),17.0,Paid Version
817,Warrior_Gaming_zone#4044,WARRIOR_Gaming,Computer ( Java Edition ),17.0,Cracked
818,Harshit#0011,the real rich64,Computer ( Java Edition ),16.0,Cracked
819,Sushan#9929,Sushan_Gamer,Computer ( Java Edition ),15.0,Paid Version
820,Lucky Agarwal#1038,PrAnJaLsOnI,Computer ( Java Edition ),27.0,Cracked
821,FourPunch || DhruvNC #2519 ,DhruvNC,Computer ( Java Edition ),21.0,Paid Version
822,@TSVD#7328,tsvd,Computer ( Java Edition ),17.0,Cracked
823,Shayan#0067,BoxicnotToxic,Computer ( Java Edition ),17.0,Paid Version
824,XCoMBaT#2220,X_CoMBaT,Computer ( Java Edition ),36.0,Paid Version
825,Rudra Shah edits#1711,rudrashah72,Computer ( Java Edition ),15.0,Cracked
826,Hackerdog12#1935,0rehan1,Computer ( Java Edition ),16.0,Cracked
827,Krishna Techz #9704,Krishna Techz,Mobile ( bedrock version ),17.0,Paid Version
828,₸₸∑x ĎČ ™#5308,dcxgaming,Computer ( Java Edition ),19.0,Cracked
829,RAVOKER#9746,RAVOKER,Computer ( Java Edition ),21.0,Cracked
830,MEGADOODLE#6190,MegadoodleNotOP,Computer ( Java Edition ),17.0,Paid Version
831,ItsJavaGamingHindi#5250,Sub2JavaGaming,Computer ( Java Edition ),13.0,Paid Version
832,Pranav#1142,PranavSajeev,Computer ( Java Edition ),16.0,Cracked
833,faizanpro#7357,Faizanpro,Computer ( Java Edition ),15.0,Cracked
834,Fazed_Dark#4788,Poisn,Computer ( Java Edition ),15.0,Cracked
835,SaubhagayGoyal#3457,MidSGgamer,Mobile ( bedrock version ),18.0,Cracked
836,@The_31st_century. guy#1640,LOLProNoob9,Mobile ( bedrock version ),18.0,Paid Version
837,GAMER_BOY TARUSH #1954,tarush 29,Computer ( Java Edition ),14.0,Cracked
838,@boss_in_da_house#3940,GHOST_E_RIDE,Computer ( Java Edition ),20.0,Cracked
839,MCopS • CRK#2974,CRK,Computer ( Java Edition ),23.0,Cracked
840,TheMasterCurry#0001,TheMasterCurry,Computer ( Java Edition ),21.0,Cracked
841,Pheonix Pranav #9810,ThePraNav21,Computer ( Java Edition ),20.0,Cracked
842,Soham Dey#2742,SohamDey001,Computer ( Java Edition ),18.0,Cracked
843,Keshavrathi#0731,CutePotato,Computer ( Java Edition ),17.0,Cracked
844,@username2148,Sunny9667722805,Computer ( Java Edition ),17.0,Cracked
845,"꧁༒☬đᎯrҟ♚lᎾrd☬༒꧂,ᴴᴿᴰ#2181 ",LordOfDark8888,Mobile ( bedrock version ),17.0,Cracked
846,@LEGITAV#8170,legit_av,Computer ( Java Edition ),17.0,Cracked
847,QLegendM#3160,QLegendM,Computer ( Java Edition ),17.0,Paid Version
848,@EarTh_SToRM#3682,EarTh_SToRM,Computer ( Java Edition ),15.0,Cracked
849,ItsVats#2725,vats2725,Computer ( Java Edition ),17.0,Paid Version
850,OP UnKnown#2805,OPxUNKNOWN,Computer ( Java Edition ),15.0,Cracked
851,Its Me Abhi#2986,ABHILASH1235,Computer ( Java Edition ),22.0,Cracked
852,@Rude DJ #6587,Deval_1602,Computer ( Java Edition ),18.0,Cracked
853,KRITIKAL#2796, kritika.18,Computer ( Java Edition ),20.0,Cracked
854,NOT-Divyanshu #6122,HSTGamer,Computer ( Java Edition ),15.0,Cracked
855,Armygamer303#7411,Armygamer303,Computer ( Java Edition ),17.0,Cracked
856,Skully#5691,bliss6387,Computer ( Java Edition ),22.0,Cracked
857,divyguptaji13#7892,DivyGupta,Computer ( Java Edition ),16.0,Cracked
858,XPERT#5017,XPERT09,Computer ( Java Edition ),20.0,Cracked
859,PrO GameR YT 2.O #3257,Sachin401,Computer ( Java Edition ),14.0,Cracked
860,ᴘɪᴋᴀᴄʜᴜ 🜲#8031,Pikachu ,Computer ( Java Edition ),23.0,Paid Version
861,Saison Gaming#7724,Sairaj133,Computer ( Java Edition ),14.0,Paid Version
862,vow nations#1740,aaarizplays,Computer ( Java Edition ),14.0,Cracked
863,kaustubh#9941,sniperman420,Computer ( Java Edition ),16.0,Cracked
864,Sonal#1507,Sonal1223,Computer ( Java Edition ),15.0,Cracked
865,ᑕᖇᑎ 〢gyααnℓØgy#6246,gyaanlogy,Computer ( Java Edition ),15.0,Cracked
866,𝐄ŁIT𝐄 || Savage Sam Yt#9323,Savagesam9482,Computer ( Java Edition ),1.0,Cracked
867,Jay 123#3935,Puranjayjindal123@gmail.com,Mobile ( bedrock version ),19.0,Cracked
868,Amerald#0918,OfficialAmerald,Computer ( Java Edition ),17.0,Cracked
869,Nack2312#1684,Nack232,Mobile ( bedrock version ),16.0,Cracked
870,@★Tarun_PlayZ YT★#6269,TarunPlayZOP,Mobile ( bedrock version ),14.0,Paid Version
871,Arman#9833,Oaksify,Computer ( Java Edition ),16.0,Paid Version
872,AgP_AgRoKinG√#7323,Agroking999,Computer ( Java Edition ),17.0,Paid Version
873,「SA ✯」RUDRA THE PRO #3820,RUDRA788,Computer ( Java Edition ),14.0,Cracked
874,@Harshsharma#2221,harshpiro,Computer ( Java Edition ),18.0,Cracked
875,JESTER#0582,Rihanrockzz,Computer ( Java Edition ),14.0,Cracked
876,C2DEV#9249,c2dev,Computer ( Java Edition ),17.0,Cracked
877,DEVIL GAMING#0643,Devanshk,Computer ( Java Edition ),14.0,Cracked
878,@.ImCakE.#0001,GHOSTABSK,Computer ( Java Edition ),20.0,Cracked
879,Pradyumna Basa#1211,Prady2006,Computer ( Java Edition ),16.0,Paid Version
880,DevilTc#3183,DevilTc#3183,Computer ( Java Edition ),16.0,Cracked
881,ISHANPRO55#1899,ISHANPRO55,Computer ( Java Edition ),12.0,Paid Version
882,ASSASINӁKILLER#1400,AssassinxKiller,Computer ( Java Edition ),16.0,Cracked
883,HunteR I COSMIC#1933,COSMIC,Computer ( Java Edition ),15.0,Cracked
884,DAX,drdistroyer,Computer ( Java Edition ),15.0,Cracked
885,Vdk007 ,Vdk_007 ,Computer ( Java Edition ),17.0,Cracked
886,Vinayak t #0000,Vinayak109,Computer ( Java Edition ),14.0,Cracked
887,BadBoyHalo#3819,_Aceify,Computer ( Java Edition ),15.0,Cracked
888,parthrhonrao#9840,RCGAMER03,Computer ( Java Edition ),17.0,Cracked
889,@ONLY MY KUTTA IS TOMMY #2283,BumperTable6412,Mobile ( bedrock version ),17.0,Cracked
890,RedolentHalo#7744 ,RedolentHalo,Computer ( Java Edition ),14.0,Cracked
891,@Krypton#3342,RealKrypton,Computer ( Java Edition ),21.0,Paid Version
892,Groundaaron#7430,Groundaaron,Mobile ( bedrock version ),16.0,Cracked
893,@Unflippable#8484,Unflippable,Mobile ( bedrock version ),14.0,Cracked
894,abhilekh#7120,ABHILEKH,Computer ( Java Edition ),23.0,Cracked
895,DZ DRÀÑdru#1499,dhruvkatyayan,Computer ( Java Edition ),15.0,Cracked
896,FiredFury#3201,FiredFury,Computer ( Java Edition ),16.0,Cracked
897,@RIDER#9341,sujalsai,Computer ( Java Edition ),18.0,Cracked
898,TechNoForever?#7178,whiplash37377,Computer ( Java Edition ),14.0,Cracked
899,Manan Sethi#3697,DakkuDaddy69,Computer ( Java Edition ),17.0,Cracked
900,RAVJYOT#9500,abbernatorr,Computer ( Java Edition ),31.0,Cracked
901,Itsblue#9336,Itsblue776,Computer ( Java Edition ),14.0,Cracked
902,YashTyagi#0406,yashtyagi47,Computer ( Java Edition ),18.0,Cracked
903,@THEGREATBROS#6178,THEGREATBROS,Mobile ( bedrock version ),16.0,Paid Version
904,STARify#1863,AMANlegend,Computer ( Java Edition ),18.0,Cracked
905,ThunderBird#0941,ThunderBird14,Computer ( Java Edition ),16.0,Cracked
906,Devil Gamer#0750,devilgamer_37,Computer ( Java Edition ),14.0,Cracked
907,krishna#2591,spinixo,Computer ( Java Edition ),21.0,Cracked
908,PG#3167,pgindiangamer,Computer ( Java Edition ),17.0,Cracked
909,SUST INSAAN#8257,SUST_INSAAN,Computer ( Java Edition ),18.0,Cracked
910,Jignesh#0949,narutoggwp,Computer ( Java Edition ),27.0,Cracked
911,Infinity gamer#4675,ebad1234,Computer ( Java Edition ),16.0,Cracked
912,NeonGamerYT#2812,NeonGamerYT,Computer ( Java Edition ),19.0,Cracked
913,MR BOOST#7142,TGBullet,Computer ( Java Edition ),19.0,Paid Version
914,RICHGAMERZ#0508,RICHGAMERZ,Computer ( Java Edition ),22.0,Cracked
915,KRAKEN OP#2835,notkraken12,Computer ( Java Edition ),18.0,Cracked
916,Manav Garg#4948,Insane_Manav,Computer ( Java Edition ),14.0,Paid Version
917,Lavanay#6657,lavanayy,Computer ( Java Edition ),16.0,Paid Version
918,Alync#0001,ilyxyan,Computer ( Java Edition ),18.0,Paid Version
919,@ItzAyush72#0314,ItzAyush72,Computer ( Java Edition ),15.0,Cracked
920,Acrob#0553,acrob,Computer ( Java Edition ),15.0,Cracked
921,@Scronite#4056,Scronite10001,Computer ( Java Edition ),16.0,Cracked
922,Kritagya jain,deadlyhitman,Computer ( Java Edition ),16.0,Cracked
923,Sh@wwh,Ab,Mobile ( bedrock version ),2.0,Cracked
924,Heet Kshatriya#9803,HeetKshatriya,Computer ( Java Edition ),20.0,Cracked
925,@Legend_tejas01#9283,Legend_Tejas01,Computer ( Java Edition ),16.0,Paid Version
926,@koushal#6273,koushal1807,Computer ( Java Edition ),15.0,Cracked
927,Agamya27#6331,Agamya27,Computer ( Java Edition ),14.0,Cracked
928,KyuZaeYT,KyuZae,Computer ( Java Edition ),18.0,Cracked
929,FreakinGamer#0788,FR3AK_XD,Computer ( Java Edition ),17.0,Cracked
930,INSAAN#2768,Noob Gamer3693,Mobile ( bedrock version ),17.0,Cracked
931,Devil Sparta#1573,Devil_Sparta,Computer ( Java Edition ),22.0,Cracked
932,ColdFire#9841,ColdFire,Computer ( Java Edition ),18.0,Cracked
933,OMKAR#5246,Omkar,Computer ( Java Edition ),18.0,Cracked
934,sloppyNETHANstr#2784,sloppyNATHANstre,Computer ( Java Edition ),17.0,Cracked
935,jithins edugaming#2622,monsterdj135,Computer ( Java Edition ),15.0,Cracked
936,Invinix#9999 ,Invinix,Computer ( Java Edition ),22.0,Paid Version
937,TRG×DREAMER#6030,TEAMRAGE123,Computer ( Java Edition ),21.0,Cracked
938,DevilGamer007#7598,DevilGamerX7,Computer ( Java Edition ),14.0,Cracked
939,abdular#7607,ajsp15,Computer ( Java Edition ),17.0,Paid Version
940,Infinity Rush#1934,INFINITYRUSH77,Computer ( Java Edition ),15.0,Cracked
941,@Scorpion Gamer#0859,Om Scorpion9094,Computer ( Java Edition ),17.0,Cracked
942,THA_NUMBER_ONE,Whyyy2020,Computer ( Java Edition ),15.0,Cracked
943,Sankalp#1809,PhantomSankalp,Computer ( Java Edition ),17.0,Cracked
944,Rishi_28#0096,vrishi,Computer ( Java Edition ),15.0,Cracked
945,shivaygamer#3996,Shivaygamer,Computer ( Java Edition ),15.0,Paid Version
946,Shiyash YT#5244,ShiyashYT,Computer ( Java Edition ),17.0,Cracked
947,GOD OF Gaming#1819,REB3L_ISop,Computer ( Java Edition ),14.0,Paid Version
948,『ĐMR』ARHUM#1760,arhum_25,Computer ( Java Edition ),23.0,Cracked
949,Creavor #9198,Creavorgaming,Computer ( Java Edition ),18.0,Cracked
950,nirmit#3661,Beast_nirmit ,Computer ( Java Edition ),17.0,Cracked
951,BEASTBHAU GAMER#8640,BeastBhau777,Computer ( Java Edition ),23.0,Cracked
952,𝓜𝓥𝓟 』𝕯𝖊𝖛𝖎𝖑 𝕭𝖔𝖞#0046,BHAIYAJIGAMING,Computer ( Java Edition ),15.0,Paid Version
953,ERRIXX_Beast#6994,ERRIXX_BEAST,Computer ( Java Edition ),16.0,Cracked
954,Soham#6951,NAMAN bothra 12,Mobile ( bedrock version ),18.0,Cracked
955,MAFIA FF #0698,proud_indian,Computer ( Java Edition ),15.0,Cracked
956,Sanish#3059,Sanish,Computer ( Java Edition ),19.0,Cracked
957,SUB#3005,SUBISHERE,Computer ( Java Edition ),17.0,Cracked
958,GamingWithAtul_YT#4101,GamingWithAtul,Computer ( Java Edition ),22.0,Cracked
959,Vader#4386,VaderOP,Computer ( Java Edition ),19.0,Paid Version
960,╲⎝⧹𝕯𝖆𝖗𝖐 ⧸⎠╱ #3683,Darkgamer2805,Computer ( Java Edition ),17.0,Cracked
961,ZECTER ᵇᵒˢˢ〢#9049,Zecter_Gamer,Computer ( Java Edition ),17.0,Cracked
962,SoulzGamingzYT#1556,soulz_gamingz ,Computer ( Java Edition ),13.0,Cracked
963,@Piyush#1135,ITACHI,Computer ( Java Edition ),16.0,Cracked
964,DEV #0948 ,BassClover@06,Mobile ( bedrock version ),19.0,Cracked
965,@karampql#5124,ArsenicClamp596,Mobile ( bedrock version ),17.0,Cracked
966,ᏒƧקㅤLᴜᴄɪғᴇʀㅤ✓,anand64,Computer ( Java Edition ),15.0,Cracked
967,@hoticecream#3680,PreFire1,Computer ( Java Edition ),18.0,Paid Version
968,@Ub Playz#9247,Abhi_13,Computer ( Java Edition ),14.0,Cracked
969,Komozoyo#4708,Komozoyo,Computer ( Java Edition ),14.0,Cracked
970,@Benti_Crip#8550,KAVYADAB007,Computer ( Java Edition ),17.0,Cracked
971,!!Hamzagamer_,Hamzagamer_,Computer ( Java Edition ),18.0,Paid Version
972,@PBTechz#9656,PBTechz,Computer ( Java Edition ),16.0,Cracked
973,@og_aryan#1094,og_aryan,Computer ( Java Edition ),20.0,Cracked
974,Ashmit#0947,LegendPlaz,Computer ( Java Edition ),17.0,Cracked
975,Icy_Slime#3711,Icy_Slime,Computer ( Java Edition ),13.0,Cracked
976,Digital insaan#7663,digitalinsaan,Computer ( Java Edition ),16.0,Cracked
